NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
B3281009,RITUXIMAB BS Intravenous Infusion 100mg・500mg [Pfizer]  Post-marketing database Study,NON INTERVENTIONAL,CT24,,No,Yes,Oncology,B-cell lymphoma,Rituximab,,Approved,No additional details,"Japan,",No,Yes,No,,GPD
55679933,"Profiling quality of life, distress and ICD-10-coded psychological disorders during patient journey in patients with suspected and proven amyloidosis",General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Germany,",No,Yes,No,,CMAO
67462989,Pre and post pandemic assessment of circulating coronavirus immunity and cross-protection against SARS-CoV-2 in mother-child pairs  and healthcare workers in Zambia ,General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Rejected,No additional details,"Zambia,",No,No,No,,CMAO
68492055,"A Multicenter, Safety and Efficacy Study of Taliglucerase Alfa in Subjects with Type 3 Gaucher Disease (WI224302)",Research Collaboration,RC01,,No,No,Hospital,Lysosomal Storage Diseases,Taliglucerase alfa,,Completed,No additional details,"Israel,",No,No,No,,CMAO
91637535,Unveiling MASLD Progression: Identifying Circulating Biomarkers as Predictive Indicators Across Diverse Stages,General Research,GNT01,General Research,No,No,Internal Medicine,NASH (Non-Alcoholic Steatohepatitis),,No Drug,Rejected,No additional details,"Brazil,",No,No,Yes,,CMAO
60518281, Progastrin as a Biomarker for Breast cancer: A Case-Control Study Among Kenyan Women ,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Kenya,",No,No,No,,POD
A6301096,DALTEPARIN VERSUS WARFARIN (VKA) FOR THE PREVENTION OF RECURRENT VENOUS THROMBOEMBOLIC EVENTS (VTE) IN PATIENTS WITH CANCER AND RENAL IMPAIRMENT:  A PHARMACOECONOMIC ANALYSIS,NON INTERVENTIONAL,CT24,,,,Oncology,Tumour thrombosis,,No Drug,Completed,No additional details,"Canada,",No,No,Yes,,GEPB
66350143,Towards personalised medicine for pituitary tumours,General Research,GNT01,General Research,No,No,Oncology,Endocrine,,No Drug,Ongoing,Contract Exeecuted,"Australia,",No,No,Yes,,CMAO
B0661071,REAL-WORLD COMPARISON OF TREATMENT PATTERNS AND CLINICAL AND ECONOMIC OUTCOMES FOR NON-VALVULAR ATRIAL FIBRILLATION PATIENTS TREATED WITH ORAL ANTICOAGULANTS,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,Internal Medicine,Atrial fibrillation,Apixaban,Priority Asset,Canceled,No additional details,"United States,",Yes,No,No,,BU MEDICAL
62106021,"A multicenter, prospective clinical trial about the retainment of palbociclib in the subsequent treatment among HR+/ HER2-advanced breast cancer patients with heterogeneous disease progression after palbociclib plus endocrine therapy.",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"China,",No,Yes,No,,POD
73499277,Atopic Dermatitis in The Netherlands: a population-based study,General Research,GNT01,General Research,No,No,,Atopic Dermatitis,,No Drug,Rejected,No additional details,"Netherlands,",No,No,No,,CMAO
74234847,Prognostic value of PD-L1 expression and tumor-infiltrating lymphocytic subpopulations in patients with muscle invasive bladder cancer,General Research,GNT01,General Research,No,No,Oncology,Genitourinary,,No Drug,Ongoing,Contract Exeecuted,"Croatia,",No,No,No,,POD
87829375,Amyloid polyneuropathy detection and disease burden quantification by mass-spectral analysis of dermal deposited transthyretin and amyloid signature proteins,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Israel,",No,No,No,,CMAO
53232387,WI194793 Validation of immune signatures predictive of response to Anti TNF agents in JIA patients,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Etanercept,,Closed,No additional details,"Singapore,",No,No,No,,CMAO
68858411,Irish Germline Genetic Registry,General Research,GNT01,General Research,No,No,Oncology,General,,No Drug,Rejected,No additional details,"Ireland,",No,No,No,,POD
89008,RECOMBINANT SOMATROPIN (GENOTONORM (REGISTERED)) GIVEN SUBCUTANEOUSLY AS DAILY INJECTIONS OR AS CONTINUOUS INFUSION TO GROWTH HORMONE DEFICIENT CHILDREN.,NON INTERVENTIONAL,CT24,,,,,Growth hormone deficiency,,No Drug,Completed,No additional details,"France,France",No,Yes,No,,PHARMACIA
53233767,WI232191 CREARE 2017 _ Identification of a micro-RNA signature predictive of clinical response to Tofacitinib in patients with rheumatoid arthritis.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Closed,No additional details,"Italy,",No,No,Yes,,CMAO
53026897,Use of JAK inhibitors to modulate pathological type 1 interferon signalling in early RA ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
89035945,The Effect of Medical Management Following Excisional Surgery for Endometriosis: A Randomized Controlled Trial,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,RES (RFP only),Relugolix,,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,CMAO
65925795,"A multistep, prospective, longitudinal, observational study to define the clinical, immunological and radiological characteristics of children suffering with long covid / post-acute sequelae of SARS-CoV-2 infection (PASC)",General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Ongoing,Contract Exeecuted,"Italy,",No,No,Yes,,CMAO
86864207,Manufacture of Sensi Disc - Meropenem,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,General/Non-Specific/Other,Other / Unknown,,Closed,No additional details,"Puerto Rico,",No,No,No,,CMAO
88229577,DMKG Headache Registry,General Research,GNT01,General Research,No,No,Internal Medicine,Pain,,No Drug,Canceled,No additional details,"Germany,",No,Yes,No,,CMAO
60299061,A Clinical Study to Clarify the Resistance Mechanism to Palbociclib in the Treatment of Metastatic Breast Cancer with Estrogen Receptor-positive and HER2-negative Subtype,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Japan,",No,Yes,No,,POD
66856745,Non-invasive tools to better diagnose fungal infections in ICU patients with covid-19 and other non-immunosuppressive conditions,General Research,GNT01,General Research,No,No,Vaccines,Fungal,,No Drug,Ongoing,Contract Exeecuted,"France,",No,Yes,No,,CMAO
C3391035,,NON INTERVENTIONAL,CT24,,No,No,Rare Disease,,Fordadistrogene movaparvovec,,Planned,No additional details,,No,No,No,Country Medical Affairs,PBG
0906430320,"A 16-WEEK, OPEN, NON-COMPARATIVE STUDY OF ACCUPRO IN PATIENTS WITH CHF TO INVESTIGATE THE LONG TERM EFFECT ON BLOOD PRESSURE. (CT AC 003)",NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,"United Kingdom,",No,No,Yes,,WARNER LAMBERT
53234613,WI246501 The in vitro and ex vivo effectiveness of calicheamicin conjugated antibody (Mylotarg and Inotuzumab) in combination with Talazoparib (PARPi) as a promising strategy to target acute leukemias,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Talazoparib,Launch Priority,Closed,No additional details,"Italy,",No,No,Yes,,POD
0887X100655,"SEROTYPE DISTRIBUTION AND ANTIMICROBIAL RESISTANCE OF PNEUMOCOCCAL ISOLATES FROM CHILDHOOD PNEUMOCOCCAL INVASIVE DISEASE.  NATIONWIDE STUDY FROM FIVE UNIVERSITY CENTERS IN GREECE, 2000-2002.",NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,,No,No,No,,WYETH
72564591,Study of PF-06652609,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Other / Unknown,,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
65208897,Derivation and Validation of a diagnostic algorithm for ATTR cardiomyopathy in patients undergoing aortic valve replacement and longterm Follow-Up ,General Research,GNT01,General Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),,No Drug,Ongoing,Contract Exeecuted,"Germany,",No,Yes,No,,CMAO
53234991,WS717285-30 Phase I_II Investigation of Temsirolimus plus Lenalidomide in Relapsed NonHodgkin Lymphomas,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Genitourinary,Temsirolimus,,Closed,No additional details,"United States,",Yes,No,No,,POD
65716497,Identification of clinically significant markers of hereditary Transthyretin Amyloidosis (TTR) in pre-symptomatic mutation carriers: a prospective longitudinal multicentre study.,General Research,GNT01,General Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),,No Drug,Ongoing,Contract Exeecuted,"Italy,",No,No,Yes,,CMAO
A3191085,NON INTERVENTIONAL STUDY IN PATIENTS WITH OSTEOARTHRITIS AND RHEUMATOID ARTHRITIS UNDERGOING TREATMENT WITH CELEBREX,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Romania,",No,No,No,,PGP
C4671064,,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,COVID,,"Nirmatrelvir, Ritonavir",Priority Asset,Concept,No additional details,,No,No,No,Vaccines,PBG
0887X101849,AN EVALUATION OF STREPTOCOCCUS PNEUMONIAE SEROTYPES CARRIAGE RATE FOR NASOPHARYNGEAL CARRIAGE IN TAIWANESE CHILDREN ATTENDING WELL BABY CLINIC IN HOSPITALS AND PRIMARY CARE CENTERS,NON INTERVENTIONAL,CT24,,,,Vaccines,Bacterial disease carrier,,No Drug,Completed,No additional details,"Taiwan,Taiwan",No,No,No,,WYETH
9055A11000,STOOL COLLECTION STUDY FOR AN ANALYTICAL METHOD FOR STOOL SOAP FATTY ACID QUANTIFICATION.,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,"Taiwan,United States",Yes,No,No,,WYETH
69833515,Inhibiting Cadherin 3 (P-Cadherin) in metastatic breast cancer cells,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Other / Unknown,,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
0906482335,ONCE DAILY VS ATENOLOL IN MILD OR MODERATE HYPERTENSION,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,"Chile,",No,No,No,,WARNER LAMBERT
59199923,"Defining UC-specific changes in the intestinal mucosa at onset, progression and resolution using single cell RNA sequencing, spatial transcriptomics and co-clustering computational analysis",General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
60959439,Supporting our regional Rheumatology Registry of Advanced therapies,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Ongoing,Contract Exeecuted,"Canada,",No,No,Yes,,CMAO
55029541,REDucing Opioid use for osteoarthritis – the role of exercise therapy and patient education (REDO),General Research,GNT01,General Research,No,No,Internal Medicine,Osteoarthritis,,No Drug,Closed,No additional details,"Denmark,",No,No,No,,CMAO
61470075,Study about the molecular cellular pathogenic mechanisms of wild type transthyretin amyloid cardiomyopathy (wATTR-CM); focused on unfolded protein response using human induced pluripotent stem cell-derived cardiomyocytes,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,TTR Amyloidosis,Tafamidis,Priority Asset,Rejected,No additional details,"Korea, Republic Of,",No,No,Yes,,CMAO
63654813,Cross-sectional study of real treatment patterns in hormone receptor positive / her2 negative metastatic breast cancer in Moscow,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Closed,No additional details,"Russian Federation,",No,No,Yes,,POD
94571333,Reduction of infectious events during a treatment with Elranatamab in patients with pre-treated multiple myeloma by preventive immunoglobulin replacement – a randomized phase 2 study (ElPrIg study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Elranatamab,Launch Priority,Rejected,No additional details,"Germany,",No,Yes,No,,POD
54144459,PaRiS: Palbociclib and Radiation Study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Germany,",No,Yes,No,,POD
3074A1101818,EVALUATION OF THE IN VITRO ANTIMICROBIAL ACTIVITY OF TIGECYCLINE IN COMPARISON TO OTHER BROAD-SPECTRUM ANTIBIOTICS ON ISOLATES COLLECTED FROM INPATIENTS.,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,"Brazil,Brazil",No,No,Yes,,WYETH
73575715,The genetic landscape of metastatic prostate cancer for personalized medicine.,General Research,GNT01,General Research,No,No,Oncology,Genitourinary,,No Drug,Ongoing,Contract Exeecuted,"Denmark,",No,No,No,,POD
68596875,Intensification of total neoadjuvant therapy by the addition of Avelumab in locally advanced and chemoresitant rectal cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Gastrointestinal,Avelumab,,Rejected,No additional details,"United States,",Yes,No,No,,POD
68017099,Enhancing NK cell ADCC of myeloma cells with elranatamab,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Elranatamab,Launch Priority,Closed,No additional details,"United States,",Yes,No,No,,POD
87406381,EXPRESSION AND SUBCELLULAR LOCALISATION OF SCAFOLDINS IN BREAST CANCER  ,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Ongoing,Contract Exeecuted,"Spain,",No,No,Yes,,POD
B3271007,"TRASTUZUMAB BS for Intravenous Infusion 60 mg [Pfizer], TRASTUZUMAB BS for Intravenous Infusion 150 mg [Pfizer] General Investigation (Unresectable Advanced/Recurrent HER2-Overexpressing Gastric Cancer)",NON INTERVENTIONAL,CT24,,No,Yes,Oncology,Gastric cancer,Trastuzumab,,Ongoing,No additional details,,No,No,No,Japan PMS,BIOSIMILARS
93942961,Surveillance of Understudied Tick Species in Austria,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Austria,",No,No,No,,CMAO
0906420016,"DOUBLE-BLIND, CROSS-OVER EFFECTS ON INSULIN RESISTANCE IN HTN PTS WITH GLUCOSE INTOLERANCE & DYSLIPIDEMIA, VS PLACEBO",NON INTERVENTIONAL,CT24,,,,,Hypertension,,No Drug,Completed,No additional details,"Italy,",No,No,Yes,,WARNER LAMBERT
61616237,"SEROSURVEILLANCE IN PREGNANT WOMEN DURING THE COVID-19 PANDEMIC: A STUDY TO UNDERSTAND THE EPIDEMIOLOGY, IMPACT OF PREVENTIVE MEASURES AND SPECTRUM OF DISEASE IN PREGNANCY",General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Rejected,No additional details,"Australia,",No,No,Yes,,CMAO
62222331,Cycline dependent Kinase inhibitor 4/6 (CDK 4/6) concurrent with radiation in the management of Hormone receptor positive metastatic breast cancer.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"India,",No,No,Yes,,POD
71876775,The Neuroendocrine responses to GDF15 in health and disease  ,General Research,GNT01,General Research,No,No,Internal Medicine,Cachexia,,No Drug,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
75476615,Burden of COVID in Pediatric Population: a nationwide study in Singapore,Research Collaboration,RC01,,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Ongoing,No additional details,"Singapore,",No,No,No,RWE,CMAO
A5951179,OUTCOME RESEARCH TO INVESTIGATE THE ACTUAL STATUS OF MRSA INFECTION AND USAGE OF ANTI-MRSA DRUGS IN REAL CLINICAL SETTINGS IN JAPAN : A RETROSPECTIVE DATABASE STUDY,NON INTERVENTIONAL,CT24,,No,No,,Staphylococcal infection,,No Drug,Completed,No additional details,"Japan,",No,Yes,No,,GEPB
91080308V2,EFFECTS OF GENOTONORM IN GROWTH HORMONE DEFICIENT ADULTS,NON INTERVENTIONAL,CT24,,,,,Hormone replacement therapy,,No Drug,Completed,No additional details,"France,France",No,Yes,No,,PHARMACIA
89167371,REGIONAL DISEASE BURDEN ESTIMATES OF RESPIRATORY SYNCYTIAL VIRUS-ASSOCIATED RESPIRATORY TRACT INFECTIONS IN THE ELDERLY AND AGED IN LOW INCOME COUNTRIES MAY 2023: A Systematic Review and Meta-Analysis,General Research,GNT01,General Research,No,No,Vaccines,Respiratory Syncytial Virus (RSV) (response to RFP only),,No Drug,Rejected,No additional details,"Nigeria,",No,No,No,,CMAO
77616771,Paediatric Infectious Diseases Medical Elective ,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Australia,",No,No,Yes,,CMAO
53234929,WS354735 Randomised phase III trial to evaluate the benefit of nephrectomy followed by antiangiogenic treatment versus antiangiogenic treatment alone in patients with metastatic-at-diagnosis kidney cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sunitinib,,Closed,No additional details,"France,",No,Yes,No,,POD
C3391017,Retrospective Non-interventional Study for Characterization of the Natural History of Duchenne Muscular Dystrophy (DMD),NON INTERVENTIONAL,CT24,,No,No,Rare Disease,Ill-defined disorder,Fordadistrogene movaparvovec,,Completed,No additional details,"United States,",Yes,No,No,,PBG
